aluminium,ammonia,arsenic,cadmium,chloramine,copper,bacteria,viruses,lead,nitrites,perchlorate,radium,selenium,silver,uranium
0.06,21.43,0.08,0.03,0.04,0.24,0.09,0.008,0.17,0.39,0.34,0.18,0.02,0.06,0.02
0.11,24.02,0.31000000000000005,0.07,5.72,0.02,0.8,0.8,0.164,1.59,12.86,4.62,0.05,0.07,0.06
0.25,19.6,0.03,0.001,5.07,1.04,0.18,0.001,0.079,1.62,43.64,7.94,0.03,0.36,0.0
0.04,28.6,0.31000000000000005,0.06,6.68,0.02,0.73,0.73,0.001,1.68,7.74,3.63,0.02,0.12,0.01
0.01,13.07,0.01,0.03,0.07,0.99,0.01,0.007,0.19,1.28,0.86,0.3,0.04,0.05,0.04
1.0,25.5,0.01,0.009,7.55,0.99,0.0,0.0,0.114,1.3,44.98,7.04,0.02,0.09,0.0
0.87,6.54,0.04,0.003,3.71,1.22,0.99,0.99,0.03,1.01,36.59,7.15,0.0,0.44,0.03
1.0,23.89,0.31000000000000005,0.07,3.59,0.95,0.82,0.82,0.197,1.84,1.39,4.4,0.08,0.35,0.01
1.0,22.59,0.31000000000000005,0.06,1.95,1.68,0.0,0.62,0.147,1.5,24.79,1.38,0.1,0.28,0.02
0.09,14.35,0.09,0.08,2.68,1.45,0.57,0.57,0.19,1.99,9.37,0.43,0.03,0.39,0.09
0.28,5.14,0.07,0.03,6.18,0.03,0.22,0.006,0.001,1.74,19.82,4.51,0.07,0.02,0.05
0.06,15.62,0.09,0.04,0.22,0.27,0.67,0.67,0.067,0.39,0.47,0.42,0.04,0.09,0.07
0.09,11.68,0.06,0.03,0.13,0.06,0.0,0.008,0.196,0.86,2.56,4.42,0.03,0.02,0.07
0.02,6.54,0.01,0.005,0.1,0.06,0.28,0.004,0.02,1.18,7.62,2.82,0.05,0.15,0.06
0.03,16.07,0.05,0.04,0.05,1.37,0.0,0.59,0.141,1.61,1.44,5.41,0.02,0.04,0.08
1.0,15.94,0.04,0.008,1.94,0.63,0.18,0.004,0.031,1.63,42.69,5.86,0.05,0.07,0.08
0.35,24.83,0.001,0.005,2.57,0.04,0.0,0.0,0.035,1.83,51.58,3.1,0.09,0.49,0.01
0.09,27.51,0.31000000000000005,0.11,6.81,0.09,0.73,0.73,0.001,1.95,52.3,1.0,0.1,0.12,0.01
1.0,6.6,0.31000000000000005,0.11,7.43,1.04,0.0,0.007,0.179,1.47,50.09,0.51,0.04,0.08,0.09
1.0,19.85,0.02,0.002,6.98,0.78,0.0,0.0,0.081,1.54,48.66,7.78,0.05,0.09,0.06
0.03,16.72,0.31000000000000005,0.09,1.56,0.09,0.19,0.0,0.001,1.24,16.59,5.17,0.08,0.04,0.05
0.1,7.66,0.03,0.08,0.02,0.03,0.0,0.58,0.061,0.81,0.74,0.47,0.03,0.0,0.06
0.03,15.94,0.07,0.06,0.08,0.25,0.71,0.71,0.09,1.44,6.0,3.32,0.06,0.07,0.03
0.03,26.93,0.04,0.06,0.31,0.07,0.0,0.001,0.021,0.3,0.17,0.87,0.01,0.07,0.01
0.01,19.34,0.09,0.04,0.03,0.5,0.0,0.5,0.074,0.21,2.69,0.99,0.05,0.08,0.04
1.0,0.12,0.01,0.003,3.75,1.44,0.15,0.008,0.198,1.57,34.91,3.51,0.08,0.21,0.0
0.08,9.07,0.01,0.0,0.05,0.01,0.5,0.5,0.148,1.95,9.77,0.72,0.06,0.08,0.02
0.09,13.38,0.03,0.01,0.08,1.39,0.0,0.0,0.116,1.34,2.91,1.15,0.05,0.04,0.07
0.88,11.12,0.04,0.009,4.59,1.1,0.75,0.75,0.147,1.38,10.75,1.2,0.02,0.27,0.02
1.0,0.53,0.05,0.008,5.18,0.69,0.0,0.0,0.139,1.64,12.71,1.03,0.04,0.23,0.07
0.03,24.88,0.03,0.05,0.05,0.77,0.37,0.001,0.147,1.92,4.97,0.25,0.02,0.09,0.06
1.0,5.28,0.31000000000000005,0.05,6.82,0.29,0.77,0.77,0.174,1.24,30.46,0.22,0.04,0.06,0.09
0.07,15.75,0.07,0.06,0.09,0.08,0.0,0.004,0.045,0.4,8.02,3.09,0.02,0.09,0.04
0.06,5.81,0.06,0.02,0.01,1.05,0.0,0.0,0.197,1.18,4.98,0.94,0.05,0.09,0.01
1.0,6.26,0.01,0.004,2.51,0.86,0.0,0.0,0.046,1.37,18.38,5.37,0.02,0.21,0.0
0.0,1.58,0.05,0.05,0.45,1.9,0.0,0.007,0.112,0.76,5.53,0.31,0.05,0.01,0.05
1.0,18.54,0.31000000000000005,0.01,2.01,1.72,0.0,0.96,0.119,2.08,17.78,2.18,0.02,0.15,0.02
1.0,19.72,0.001,0.001,2.25,1.85,0.0,0.0,0.089,1.15,2.61,2.61,0.03,0.08,0.04
0.01,6.82,0.06,0.05,0.42,1.87,0.41,0.001,0.033,1.68,0.15,1.28,0.08,0.0,0.05
0.04,18.16,0.08,0.04,0.12,0.05,0.0,0.72,0.17,0.85,0.88,1.87,0.08,0.01,0.08
0.0,22.0,0.04,0.04,0.38,0.09,0.0,0.004,0.011,0.76,6.1,2.04,0.03,0.02,0.05
0.07,22.51,0.06,0.04,0.21,0.02,0.0,0.99,0.13,0.47,2.22,1.93,0.01,0.0,0.03
1.0,1.96,0.31000000000000005,0.07,4.68,0.1,0.9,0.9,0.097,1.25,58.41,7.8,0.01,0.11,0.01
0.07,9.62,0.03,0.04,0.26,0.01,0.0,0.002,0.071,0.9,4.38,0.19,0.04,0.05,0.02
0.06,25.62,0.24,0.11,6.66,0.08,0.0,0.001,0.117,1.94,26.87,4.06,0.1,0.33,0.03
0.02,20.33,0.05,0.02,0.05,1.97,0.0,0.56,0.096,0.52,2.09,0.39,0.02,0.05,0.03
1.0,11.23,0.31000000000000005,0.05,6.78,1.66,0.43,0.009,0.03,1.49,1.77,2.26,0.08,0.32,0.07
0.08,8.21,0.06,0.06,0.04,0.67,0.22,0.009,0.107,1.59,7.17,3.15,0.01,0.06,0.07
0.03,10.55,0.04,0.003,6.78,1.84,0.13,0.004,0.035,1.15,13.14,7.54,0.0,0.47,0.06
0.05,9.17,0.04,0.0,0.47,0.68,0.23,0.002,0.014,1.32,0.62,1.57,0.01,0.02,0.02
0.02,0.66,0.0,0.02,0.07,1.44,0.15,0.008,0.198,1.57,7.29,1.9,0.08,0.05,0.0
0.0,25.58,0.02,0.005,0.68,1.39,0.49,0.008,0.08,1.63,55.65,7.21,0.09,0.22,0.08
0.08,9.87,0.04,0.04,0.01,1.76,0.92,0.92,0.105,1.11,8.26,0.4,0.09,0.06,0.07
0.03,11.63,0.04,0.07,0.04,1.51,0.16,0.003,0.004,1.93,0.45,1.81,0.08,0.03,0.04
0.09,11.28,0.06,0.04,0.06,0.1,0.6,0.0,0.04,2.0,0.08,4.47,0.02,0.01,0.01
0.62,4.53,0.31000000000000005,0.06,4.25,0.75,0.0,0.0,0.157,1.34,20.7,7.42,0.04,0.3,0.04
0.07,27.08,0.31000000000000005,0.1,5.49,0.05,0.13,0.002,0.154,1.93,28.39,6.71,0.01,0.46,0.05
0.1,27.79,0.03,0.09,0.27,0.01,0.0,0.007,0.033,0.34,6.56,1.59,0.01,0.09,0.05
0.04,7.08,0.04,0.008,7.81,1.87,0.41,0.001,0.033,1.68,8.02,3.54,0.08,0.17,0.05
0.9,5.48,0.05,0.001,4.95,1.38,0.87,0.87,0.047,1.21,25.15,7.35,0.09,0.44,0.08
0.04,9.38,0.02,0.1,0.07,0.01,0.0,0.5,0.148,1.98,8.18,0.27,0.06,0.0,0.02
0.0,12.46,0.05,0.07,0.13,0.05,0.0,0.59,0.152,0.42,1.25,0.93,0.03,0.05,0.07
1.0,6.52,0.04,0.002,6.6,0.04,0.0,0.0,0.032,1.48,33.77,1.16,0.07,0.01,0.0
0.1,0.3,0.01,0.06,0.17,0.01,0.0,0.0,0.008,2.16,2.12,4.13,0.0,0.0,0.04
0.02,18.79,0.09,0.02,0.24,0.06,0.89,0.89,0.09,1.69,0.14,6.7,0.01,0.06,0.09
0.39,2.81,0.01,0.002,4.41,1.06,0.15,0.001,0.189,1.79,30.24,0.86,0.1,0.41,0.0
1.0,21.76,0.03,0.008,5.12,1.68,0.78,0.78,0.163,1.75,30.09,4.05,0.03,0.12,0.08
0.07,5.97,0.05,0.05,0.06,1.45,0.57,0.57,0.19,1.89,1.08,0.8,0.03,0.01,0.09
0.02,16.13,0.04,0.06,0.09,0.75,0.28,0.002,0.083,1.1,0.59,3.05,0.05,0.03,0.04
0.1,21.67,0.04,0.02,0.05,0.04,0.0,0.87,0.15,0.85,4.31,6.35,0.02,0.01,0.05
0.08,23.24,0.03,0.008,0.8,0.5,0.44,0.004,0.034,1.2,16.42,3.23,0.09,0.03,0.02
0.0,10.01,0.09,0.04,0.09,0.0,0.0,0.91,0.135,0.27,8.74,0.24,0.03,0.02,0.06
0.11,2.47,0.31000000000000005,0.01,7.01,0.13,0.2,0.003,0.05,1.85,57.97,1.94,0.01,0.41,0.0
0.05,14.81,0.02,0.005,7.97,0.65,0.53,0.53,0.132,1.14,33.97,2.2,0.05,0.05,0.05
0.03,25.91,0.06,0.06,0.16,1.87,0.43,0.009,0.121,0.64,12.13,2.27,0.07,0.09,0.08
0.05,17.25,0.04,0.001,2.34,1.72,0.81,0.81,0.155,1.86,40.75,4.73,0.07,0.49,0.09
0.06,1.96,0.04,0.1,0.26,0.33,0.31,0.008,0.163,1.18,2.65,0.53,0.04,0.06,0.06
0.06,29.04,0.31000000000000005,0.02,6.2,0.08,0.81,0.81,0.075,1.25,40.75,4.88,0.08,0.04,0.01
0.27,10.35,0.31000000000000005,0.07,6.39,1.05,0.32,0.008,0.049,1.8,55.25,1.86,0.01,0.07,0.05
0.04,9.86,0.08,0.0,0.04,0.08,0.0,0.0,0.196,1.96,0.2,2.3,0.07,0.05,0.03
0.07,14.7,0.07,0.06,0.0,1.64,0.0,0.64,0.032,0.45,1.1,1.8,0.03,0.02,0.06
0.05,2.52,0.09,0.03,0.02,0.04,0.41,0.0,0.037,1.38,0.16,4.07,0.02,0.05,0.06
0.09,27.17,0.03,0.05,0.24,0.47,0.0,0.0,0.02,0.27,8.51,0.81,0.07,0.01,0.08
0.01,20.68,0.01,0.07,0.1,0.07,0.0,0.84,0.139,0.44,5.39,3.22,0.08,0.07,0.07
0.53,4.86,0.001,0.001,1.51,1.28,0.42,0.002,0.165,1.07,29.27,5.69,0.02,0.28,0.06
0.0,18.33,0.07,0.04,0.05,1.72,0.96,0.96,0.119,1.98,0.49,0.87,0.02,0.04,0.02
0.63,29.09,0.31000000000000005,0.01,1.27,1.34,0.0,0.0,0.068,1.56,15.22,3.81,0.05,0.18,0.02
0.03,9.11,0.07,0.02,0.66,1.85,0.36,0.005,0.072,1.18,0.74,0.99,0.1,0.03,0.06
0.02,9.98,0.08,0.01,0.09,1.59,0.35,0.003,0.016,1.48,8.19,2.17,0.04,0.07,0.01
0.08,27.41,0.06,0.0,0.36,0.04,0.0,0.72,0.158,0.08,0.62,0.19,0.03,0.08,0.04
0.21,24.42,0.15,0.02,4.02,0.04,0.74,0.74,0.046,2.12,4.79,1.55,0.01,0.47,0.0
0.03,25.85,0.0,0.06,0.03,1.57,0.52,0.52,0.018,1.23,0.24,0.39,0.08,0.02,0.05
0.03,5.47,0.09,0.09,0.39,0.02,0.0,0.008,0.163,0.95,0.55,1.69,0.04,0.05,0.06
0.01,28.1,0.03,0.02,0.01,0.04,0.0,0.92,0.097,0.31,1.95,0.25,0.07,0.08,0.01
0.01,3.82,0.07,0.0,0.36,0.01,0.01,0.001,0.117,0.06,0.47,0.72,0.02,0.03,0.06
0.03,3.89,0.04,0.08,0.03,1.49,0.0,0.66,0.099,0.82,0.37,3.75,0.02,0.08,0.09
1.0,10.38,0.31000000000000005,0.07,5.77,1.59,0.35,0.003,0.016,1.54,1.91,7.51,0.04,0.4,0.01
0.08,7.88,0.01,0.04,0.01,0.09,0.44,0.0,0.035,1.88,0.39,3.1,0.09,0.07,0.01
0.06,7.61,0.04,0.06,0.18,0.02,0.05,0.003,0.075,0.12,2.55,6.94,0.05,0.04,0.0
0.09,21.06,0.31000000000000005,0.09,5.3,0.66,0.65,0.65,0.1,2.26,50.47,3.21,0.08,0.27,0.05
0.08,13.82,0.01,0.06,0.23,0.05,0.0,0.53,0.057,0.86,1.44,0.27,0.07,0.01,0.01
0.09,17.81,0.05,0.01,0.06,1.4,0.28,0.005,0.044,1.8,0.06,2.64,0.04,0.06,0.03
1.0,28.55,0.02,0.007,2.79,0.42,0.05,0.004,0.053,1.37,55.21,1.29,0.08,0.12,0.04
0.08,8.75,0.02,0.0,0.06,0.16,0.41,0.006,0.037,0.57,0.39,3.27,0.02,0.02,0.06
0.01,20.75,0.001,0.007,2.98,1.55,0.89,0.89,0.041,1.61,1.49,3.44,0.01,0.22,0.02
0.1,17.0,0.06,0.07,0.03,0.87,0.76,0.76,0.022,0.07,0.15,2.77,0.09,0.04,0.06
0.0,0.99,0.03,0.09,0.05,0.01,0.0,0.0,0.183,1.72,11.24,7.7,0.06,0.03,0.08
0.02,15.23,0.05,0.09,0.11,0.08,0.34,0.004,0.172,1.9,5.39,0.29,0.05,0.0,0.08
1.0,7.96,0.01,0.003,3.5,1.32,0.61,0.61,0.174,1.09,24.76,2.6,0.06,0.05,0.09
0.08,27.99,0.05,0.01,0.07,0.4,0.65,0.65,0.013,0.5,6.73,0.04,0.01,0.01,0.02
1.0,17.72,0.31000000000000005,0.07,6.99,0.11,0.0,0.0,0.059,2.07,29.26,6.56,0.1,0.06,0.05
0.24,14.45,0.01,0.001,2.59,1.45,0.57,0.57,0.19,1.81,39.12,0.43,0.03,0.39,0.09
0.3,22.22,0.04,0.09,2.87,0.29,0.86,0.86,0.048,2.01,23.64,5.45,0.07,0.04,0.07
1.0,11.2,0.2,0.12,7.76,0.1,0.26,0.005,0.033,1.94,11.71,2.42,0.09,0.26,0.02
0.07,29.27,0.31000000000000005,0.02,2.76,0.06,0.19,0.001,0.059,1.84,46.95,2.08,0.06,0.5,0.08
0.03,16.76,0.09,0.01,0.1,0.12,0.94,0.94,0.049,1.76,0.82,2.92,0.04,0.04,0.02
0.03,2.52,0.09,0.02,0.55,0.1,0.22,0.001,0.165,1.89,12.78,0.45,0.05,0.05,0.06
0.0,5.45,0.02,0.008,5.64,0.67,0.74,0.74,0.169,1.39,41.33,3.08,0.06,0.49,0.02
0.21,0.53,0.03,0.001,0.32,0.45,0.42,0.005,0.103,1.65,30.79,7.18,0.03,0.24,0.08
1.0,6.6,0.31000000000000005,0.09,2.49,1.52,0.62,0.62,0.188,1.65,14.46,7.9,0.07,0.13,0.08
0.05,22.13,0.08,0.05,0.82,0.02,0.46,0.007,0.046,2.32,34.56,2.06,0.1,0.07,0.07
0.02,9.73,0.07,0.01,0.03,0.07,0.0,0.0,0.133,1.92,1.88,0.18,0.0,0.0,0.08
0.02,28.33,0.0,0.07,0.09,1.47,0.31,0.002,0.197,1.09,1.23,0.48,0.09,0.06,0.03
0.03,26.75,0.31000000000000005,0.07,7.67,0.0,0.62,0.62,0.001,1.27,58.29,3.74,0.08,0.2,0.02
1.0,23.77,0.02,0.005,4.18,1.99,0.19,0.001,0.098,1.65,2.08,4.51,0.1,0.07,0.02
1.0,11.03,0.31000000000000005,0.03,2.63,1.29,0.0,0.65,0.121,2.03,36.25,2.67,0.04,0.42,0.08
0.04,6.67,0.02,0.03,0.0,0.04,0.03,0.007,0.11,1.09,5.42,1.88,0.07,0.1,0.04
0.01,23.14,0.31000000000000005,0.09,1.45,0.1,0.6,0.6,0.146,1.65,27.99,5.32,0.07,0.39,0.03
0.22,16.71,0.03,0.007,0.48,1.37,0.59,0.59,0.141,1.75,50.02,7.79,0.02,0.16,0.08
0.13,11.54,0.27,0.12,5.85,0.06,0.42,0.008,0.062,1.57,14.74,7.76,0.06,0.03,0.09
0.06,18.13,0.02,0.05,0.03,1.34,0.07,0.008,0.113,1.4,1.53,1.16,0.09,0.05,0.04
0.08,27.52,0.31000000000000005,0.13,8.22,0.0,0.54,0.54,0.001,1.95,24.29,1.6,0.02,0.21,0.05
0.13,29.19,0.02,0.007,1.13,1.34,0.98,0.98,0.068,1.45,2.75,3.81,0.05,0.18,0.02
0.1,14.79,0.04,0.07,0.08,1.08,0.74,0.74,0.067,1.52,3.15,0.68,0.04,0.1,0.02
0.01,21.59,0.06,0.04,0.01,0.08,0.7,0.7,0.157,1.23,3.07,1.29,0.04,0.08,0.02
0.04,3.79,0.08,0.05,0.01,1.47,0.33,0.005,0.106,1.22,1.19,0.55,0.06,0.05,0.05
0.02,3.44,0.03,0.04,0.42,1.53,0.0,0.6,0.164,0.44,3.97,0.63,0.06,0.03,0.04
0.0,13.95,0.09,0.09,0.38,1.6,0.91,0.91,0.01,1.53,1.49,1.57,0.04,0.05,0.0
0.07,14.87,0.07,0.06,0.69,0.8,0.64,0.64,0.096,0.44,0.24,0.74,0.06,0.06,0.04
1.0,29.08,0.31000000000000005,0.11,3.69,1.5,0.65,0.65,0.125,1.95,57.56,6.85,0.06,0.11,0.06
0.07,17.58,0.01,0.05,0.47,0.8,0.0,0.93,0.184,0.88,3.24,0.23,0.09,0.09,0.09
1.0,14.73,0.01,0.009,1.02,0.76,0.0,0.0,0.175,1.12,26.8,4.45,0.07,0.19,0.07
0.07,26.18,0.0,0.1,0.09,0.03,0.0,0.002,0.01,0.72,0.94,1.07,0.08,0.1,0.07
0.04,10.48,0.08,0.09,0.46,1.0,0.51,0.51,0.169,1.56,4.37,0.56,0.1,0.06,0.02
0.08,23.71,0.05,0.02,0.3,0.06,0.0,0.59,0.146,0.78,0.13,0.31,0.07,0.01,0.07
0.28,20.4,0.31000000000000005,0.07,0.95,1.07,0.27,0.002,0.141,1.39,18.58,2.73,0.1,0.34,0.08
1.0,21.08,0.31000000000000005,0.08,5.83,1.57,0.26,0.004,0.135,2.19,10.55,5.16,0.06,0.17,0.0
0.01,18.95,0.05,0.07,0.04,0.03,0.0,0.92,0.086,0.42,2.57,2.46,0.03,0.03,0.08
0.01,9.15,0.08,0.02,0.1,0.34,0.56,0.56,0.013,1.31,8.79,1.74,0.05,0.08,0.03
0.41,2.1,0.31000000000000005,0.07,6.55,1.46,0.0,0.002,0.135,1.6,29.77,5.92,0.1,0.11,0.0
0.22,26.98,0.31000000000000005,0.11,0.21,0.08,0.07,0.001,0.001,1.4,56.44,5.15,0.04,0.48,0.03
0.08,25.3,0.05,0.07,0.43,1.76,0.91,0.91,0.139,1.84,0.74,4.6,0.05,0.0,0.06
0.03,5.28,0.31000000000000005,0.03,6.59,0.0,0.77,0.77,0.174,1.18,30.27,0.22,0.04,0.06,0.09
0.03,24.45,0.03,0.05,0.09,0.37,0.62,0.62,0.122,1.38,0.04,0.16,0.04,0.01,0.08
0.06,17.6,0.01,0.1,0.26,1.6,0.51,0.51,0.125,1.43,0.81,0.85,0.04,0.0,0.01
0.1,26.15,0.02,0.06,0.15,1.54,0.0,0.0,0.136,1.5,1.46,0.01,0.04,0.02,0.02
0.02,0.51,0.05,0.05,0.07,1.23,0.87,0.87,0.019,1.7,0.31,0.94,0.01,0.08,0.08
0.05,18.51,0.31000000000000005,0.1,4.24,0.08,0.31,0.005,0.001,2.12,23.11,0.15,0.05,0.33,0.08
0.09,6.51,0.03,0.0,0.24,0.01,0.0,0.001,0.152,0.96,3.42,3.0,0.08,0.01,0.09
0.09,15.7,0.06,0.02,0.05,0.02,0.0,0.0,0.076,1.55,0.32,6.6,0.05,0.08,0.05
0.06,25.9,0.31000000000000005,0.05,3.3,0.03,0.22,0.006,0.151,1.41,34.04,2.16,0.06,0.46,0.05
1.0,3.34,0.31000000000000005,0.02,4.97,0.87,0.0,0.79,0.102,1.65,58.66,4.25,0.1,0.27,0.03
0.05,14.38,0.09,0.06,0.37,1.76,0.21,0.002,0.03,0.2,1.67,0.69,0.07,0.02,0.08
0.07,20.01,0.18,0.1,6.86,0.09,0.23,0.008,0.176,1.12,29.41,6.0,0.07,0.31,0.04
0.01,18.47,0.09,0.07,0.35,1.18,0.92,0.92,0.086,1.64,0.63,1.51,0.03,0.02,0.08
0.09,13.88,0.0,0.01,0.56,1.86,0.36,0.003,0.185,1.62,0.94,0.33,0.07,0.0,0.01
0.02,1.82,0.07,0.07,0.12,0.38,0.76,0.76,0.121,1.61,6.6,0.24,0.07,0.06,0.09
0.17,19.86,0.23,0.04,4.55,0.38,0.76,0.76,0.121,1.42,34.83,3.29,0.07,0.26,0.09
0.03,0.28,0.06,0.02,0.01,0.26,0.61,0.61,0.008,0.58,13.98,0.7,0.08,0.1,0.06
0.19,9.82,0.16,0.07,5.49,1.09,0.53,0.53,0.075,1.3,28.09,5.69,0.05,0.38,0.09
0.0,14.25,0.02,0.003,7.34,0.18,0.51,0.51,0.173,1.57,59.19,5.21,0.08,0.28,0.07
0.05,3.86,0.0,0.01,0.63,1.99,0.15,0.003,0.1,2.66,3.93,0.99,0.02,0.02,0.04
0.08,14.26,0.05,0.09,0.24,1.3,1.0,1.0,0.133,1.87,2.17,1.18,0.0,0.06,0.09
1.0,15.24,0.03,0.005,7.12,1.74,0.94,0.94,0.166,1.97,44.82,5.31,0.09,0.13,0.07
0.03,0.23,0.02,0.02,0.08,0.04,0.0,0.001,0.089,0.2,4.6,0.91,0.04,0.02,0.06
0.08,13.46,0.01,0.04,0.04,0.36,0.8,0.8,0.116,1.91,0.29,5.92,0.06,0.08,0.08
0.26,4.76,0.04,0.09,1.63,0.0,0.42,0.002,0.001,1.26,19.26,5.69,0.02,0.28,0.06
0.01,9.36,0.05,0.09,0.02,1.17,0.95,0.95,0.014,1.04,0.34,0.5,0.1,0.08,0.04
0.06,11.11,0.001,0.005,6.03,0.22,0.59,0.59,0.119,1.38,25.55,6.14,0.08,0.4,0.05
0.22,6.52,0.02,0.004,0.38,1.58,0.98,0.98,0.187,1.77,32.92,4.49,0.06,0.46,0.07
0.08,5.65,0.02,0.003,0.73,1.32,0.95,0.95,0.148,1.1,40.62,0.88,0.0,0.29,0.09
0.06,14.91,0.03,0.09,0.07,0.09,0.0,0.64,0.12,0.72,2.04,0.43,0.05,0.08,0.04
0.09,17.56,0.31000000000000005,0.08,8.2,0.57,0.44,0.003,0.092,1.57,46.22,2.68,0.02,0.3,0.07
0.03,0.46,0.09,0.09,0.6,0.18,0.0,0.0,0.174,1.83,2.14,2.3,0.07,0.1,0.06
1.0,2.47,0.31000000000000005,0.08,7.38,0.13,0.0,0.003,0.05,2.07,58.67,1.94,0.01,0.41,0.0
0.13,16.35,0.03,0.008,5.14,1.5,0.02,0.0,0.083,1.91,50.04,1.39,0.02,0.11,0.0
0.08,29.72,0.31000000000000005,0.02,1.01,0.06,0.99,0.99,0.005,1.99,15.37,7.59,0.0,0.44,0.06
0.09,8.33,0.01,0.03,0.44,1.35,0.29,0.008,0.198,1.99,2.63,3.6,0.06,0.03,0.01
0.06,0.37,0.01,0.04,0.03,0.43,0.0,0.0,0.15,1.92,5.0,2.31,0.02,0.03,0.04
1.0,28.22,0.19,0.08,2.44,1.4,0.3,0.003,0.142,1.31,22.68,6.31,0.05,0.33,0.02
0.09,0.03,0.02,0.03,0.08,0.27,0.84,0.84,0.14,1.53,3.37,1.24,0.04,0.07,0.05
0.09,8.22,0.08,0.06,0.48,0.01,0.22,0.0,0.017,1.83,9.42,0.74,0.0,0.03,0.06
1.0,25.2,0.04,0.008,2.78,0.87,0.41,0.003,0.043,1.42,46.06,5.99,0.02,0.4,0.05
0.08,3.64,0.05,0.07,0.34,1.15,0.4,0.001,0.145,0.33,5.22,0.48,0.05,0.02,0.03
0.07,21.97,0.01,0.002,6.2,0.01,0.13,0.008,0.121,1.57,11.3,2.08,0.04,0.08,0.0
0.16,22.04,0.02,0.007,7.4,0.95,0.75,0.75,0.119,1.13,46.91,2.38,0.09,0.24,0.02
1.0,16.25,0.09,0.01,5.16,1.5,0.0,0.0,0.083,1.98,58.7,1.39,0.02,0.11,0.0
1.0,23.69,0.04,0.003,2.63,0.76,0.65,0.65,0.044,1.81,55.04,5.22,0.03,0.48,0.02
0.01,26.86,0.01,0.002,2.5,0.28,0.2,0.008,0.052,1.61,31.62,4.54,0.06,0.48,0.02
0.09,1.48,0.1,0.06,0.05,0.66,0.0,0.68,0.113,1.98,0.08,0.69,0.01,0.1,0.05
0.08,2.89,0.08,0.07,0.15,0.07,0.0,0.79,0.025,0.71,6.51,3.1,0.07,0.02,0.03
0.02,1.26,0.31000000000000005,0.01,5.87,1.45,0.18,0.003,0.088,1.69,35.78,6.59,0.01,0.34,0.01
0.07,3.66,0.04,0.02,0.09,0.01,0.0,0.68,0.153,0.33,1.64,2.65,0.05,0.03,0.05
0.23,21.02,0.31000000000000005,0.11,2.11,0.83,0.34,0.005,0.084,1.68,22.15,4.6,0.06,0.04,0.01
0.01,13.24,0.31000000000000005,0.1,1.24,1.11,0.72,0.72,0.1,1.45,33.72,3.52,0.04,0.42,0.02
0.06,22.14,0.04,0.05,0.26,0.04,0.0,0.58,0.071,0.08,7.06,0.51,0.05,0.04,0.06
1.0,18.34,0.31000000000000005,0.03,4.98,1.98,0.0,0.0,0.099,1.85,41.07,4.49,0.06,0.18,0.08
0.72,9.47,0.01,0.001,3.23,0.86,0.39,0.005,0.016,1.39,30.21,6.62,0.01,0.43,0.04
1.0,18.13,0.06,0.06,8.02,1.33,0.0,0.004,0.099,1.88,30.07,3.51,0.09,0.25,0.09
0.61,9.24,0.31000000000000005,0.05,0.77,0.58,0.59,0.59,0.118,1.83,19.76,4.02,0.04,0.03,0.06
0.1,23.63,0.1,0.08,0.03,0.02,0.0,0.68,0.198,0.46,7.19,1.22,0.06,0.04,0.07
0.03,0.32,0.04,0.06,0.06,0.07,0.0,0.0,0.184,1.44,9.31,4.07,0.04,0.03,0.08
0.03,20.64,0.03,0.008,7.24,1.23,0.56,0.56,0.012,1.74,36.23,3.22,0.07,0.18,0.08
0.28,21.48,0.24,0.11,3.04,0.03,0.51,0.51,0.001,1.56,59.22,4.76,0.05,0.4,0.03
0.2,8.61,0.03,0.009,3.1,1.66,0.29,0.0,0.113,1.94,17.89,1.97,0.07,0.25,0.01
0.09,28.95,0.05,0.007,7.64,0.84,0.8,0.8,0.093,1.5,57.11,0.2,0.03,0.48,0.02
0.06,8.71,0.03,0.08,0.06,0.1,0.0,0.66,0.014,0.92,6.6,4.99,0.01,0.04,0.02
1.0,16.73,0.25,0.03,4.96,0.66,0.0,0.003,0.144,1.94,23.68,2.73,0.09,0.45,0.04
0.78,22.2,0.001,0.003,4.74,1.33,0.0,0.0,0.132,1.85,30.91,6.68,0.1,0.11,0.05
1.0,2.58,0.03,0.003,5.67,1.25,0.78,0.78,0.112,1.23,6.7,3.04,0.07,0.32,0.06
0.0,1.03,0.31000000000000005,0.02,0.65,0.02,0.35,0.002,0.102,1.61,16.39,4.04,0.03,0.25,0.03
1.0,3.58,0.03,0.005,7.82,0.49,0.31,0.009,0.115,1.9,42.34,1.9,0.08,0.05,0.08
1.0,11.08,0.31000000000000005,0.04,1.65,0.84,0.0,0.78,0.118,1.62,19.5,2.44,0.04,0.04,0.07
0.05,0.28,0.08,0.06,0.26,1.5,0.44,0.004,0.184,0.49,10.12,1.04,0.04,0.02,0.08
1.0,0.65,0.04,0.007,1.83,1.59,0.17,0.0,0.076,1.21,5.67,1.45,0.05,0.12,0.02
0.04,0.25,0.09,0.07,0.09,0.08,0.01,0.004,0.021,0.25,8.53,0.59,0.0,0.07,0.02
0.1,16.61,0.08,0.03,0.0,0.89,0.07,0.008,0.122,0.36,2.45,6.31,0.05,0.0,0.05
1.0,12.53,0.31000000000000005,0.04,0.65,0.38,0.08,0.006,0.131,1.78,54.09,6.15,0.02,0.42,0.05
